name,href,location
Om Prakash Laghar,https://www.rekhta.org/poets/om-prakash-laghar,"<a href=""/domicile/india/haryana/other-20/faridabad/poets"">Faridabad</a>"
Om Prakash Meghwanshi,https://www.rekhta.org/poets/om-prakash-meghwanshi,"<a href=""/domicile/india/rajasthan/other-15/ajmer/poets"">Ajmer</a>"
Om Raz,https://www.rekhta.org/poets/om-raz,
Omaima Yusuf,https://www.rekhta.org/poets/omaima-yusuf,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Omainuz Zahra Sayyad,https://www.rekhta.org/poets/omainuz-zahra-sayyad,"<a href=""/domicile/pakistan/punjab/other-57/sargodha/poets"">Sargodha</a>"
Omprakash Yati,https://www.rekhta.org/poets/omprakash-yati,
Onkar Singh Vivek,https://www.rekhta.org/poets/onkar-singh-vivek,"<a href=""/domicile/india/uttar-pradesh/other-44/rampur/poets"">Rampur</a>"
Osaama ameer,https://www.rekhta.org/poets/osaama-ameer,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Osama Jamil,https://www.rekhta.org/poets/osama-jamil,"<a href=""/domicile/pakistan/punjab/other-57/rawalpindi/poets"">Rawalpindi</a>"
Osama Khalid,https://www.rekhta.org/poets/osama-khalid,"<a href=""/domicile/pakistan/punjab/other-57/muzaffargarh/poets"">Muzaffargarh</a>"
Osama Muneer,https://www.rekhta.org/poets/osama-muneer,
Osama Zakir,https://www.rekhta.org/poets/osama-zakir,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Oscar Wilde,https://www.rekhta.org/authors/oscar-wilde,"<a href=""/domicile/france/other-5/other-8/paris/poets"">Paris</a>"
Owais Ahmad Dauran,https://www.rekhta.org/poets/owais-ahmad-dauran,"<a href=""/domicile/india/bihar/na/na/poets"">Bihar</a>"
Ozair Rahman,https://www.rekhta.org/poets/ozair-rahman,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
P P Srivastava Rind,https://www.rekhta.org/poets/p-p-srivastava-rind,"<a href=""/domicile/india/uttar-pradesh/other-44/noida/poets"">Noida</a>"
P. C. Kuttikrishnan,https://www.rekhta.org/authors/p-c-kuttikrishnan,
P. Keshav Dev,https://www.rekhta.org/authors/p-keshav-dev,
Pagal Adilabadi,https://www.rekhta.org/poets/pagal-adilabadi,"<a href=""/domicile/india/telangana/other-55/hyderabad/poets"">Hyderabad</a>"
Paigham Aafaqi,https://www.rekhta.org/authors/paigham-aafaqi,
Paikan Chandpuri,https://www.rekhta.org/authors/paikan-chandpuri,
Paikar Jafari,https://www.rekhta.org/authors/paikar-jafari,
Paikar Yazdani,https://www.rekhta.org/authors/paikar-yazdani,"<a href=""/domicile/india/uttar-pradesh/other-44/saharanpur/poets"">Saharanpur</a>"
Pakiza Beg,https://www.rekhta.org/poets/pakiza-beg,"<a href=""/domicile/england/na/na/na/poets"">England</a>"
Pallav Mishra,https://www.rekhta.org/poets/pallav-mishra,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Pallavi Mishra,https://www.rekhta.org/poets/pallavi-mishra,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Pandit Aks Lucknowi,https://www.rekhta.org/poets/pandit-aks-lucknowi,"<a href=""/domicile/australia/na/na/na/poets"">Australia</a>"
Pandit Chandr Bhan Barahman,https://www.rekhta.org/poets/pandit-chandr-bhan-barahman,
Pandit Daya Shankar Naseem lakhnavi,https://www.rekhta.org/poets/pandit-daya-shankar-naseem-lakhnavi,"<a href=""/domicile/india/uttar-pradesh/other-44/lucknow/poets"">Lucknow</a>"
Pandit Jagmohan Nath Raina Shauq,https://www.rekhta.org/poets/pandit-jagmohan-nath-raina-shauq,"<a href=""/domicile/india/uttar-pradesh/other-44/shahjahanpur/poets"">Shahjahanpur</a>"
Pandit Jawahar Nath Saqi,https://www.rekhta.org/poets/pandit-jawahar-nath-saqi,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Pandit Tribhuvannath Zutshi Zar Dehlvi,https://www.rekhta.org/poets/pandit-tribhuvannath-zutshi-zar-dehlvi,
Pandit Vidya Rattan Asi,https://www.rekhta.org/poets/pandit-vidya-rattan-asi,"<a href=""/domicile/india/jammu-and-kashmir/other-63/jammu/poets"">Jammu</a>"
Pankaj Sarhadi,https://www.rekhta.org/poets/pankaj-sarhadi,
Pankaj Subeer,https://www.rekhta.org/poets/pankaj-subeer,"<a href=""/domicile/india/madhya-pradesh/na/na/poets"">Madhya Pradesh</a>"
Panna Lal Noor,https://www.rekhta.org/poets/panna-lal-noor,
Panna Lal Patel,https://www.rekhta.org/authors/panna-lal-patel,
Paras Mazari,https://www.rekhta.org/poets/paras-mazari,"<a href=""/domicile/pakistan/punjab/other-57/bahawalpur-1/poets"">Bahawalpur</a>"
Paraveen Rai,https://www.rekhta.org/poets/paraveen-rai,"<a href=""/domicile/india/uttar-pradesh/other-44/ghazipur/poets"">Ghazipur</a>"
Pardeep Sahil,https://www.rekhta.org/poets/pardeep-sahil,
Pareshan Lakhnavi,https://www.rekhta.org/poets/pareshan-lakhnavi,
Parkash Fikri,https://www.rekhta.org/poets/parkash-fikri,"<a href=""/domicile/india/jharkhand/other-62/ranchi/poets"">Ranchi</a>"
Parkash Nath Parvez,https://www.rekhta.org/poets/parkash-nath-parvez,"<a href=""/domicile/india/uttar-pradesh/other-44/aligarh/poets"">Aligarh</a>"
Parkash Tiwari,https://www.rekhta.org/poets/parkash-tiwari,
Parmod Lal Yakta,https://www.rekhta.org/authors/parmod-lal-yakta,
Parsa Kausari,https://www.rekhta.org/poets/parsa-kausari,
Partav Rohila,https://www.rekhta.org/poets/partav-rohila,"<a href=""/domicile/pakistan/khyber-pakhtunkhwa/na/na/poets"">Khyber Pakhtunkhwa</a>"
Parul Singh Noor,https://www.rekhta.org/poets/parul-singh-noor,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Parveen Atif,https://www.rekhta.org/authors/parveen-atif,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Parveen Fana Syed,https://www.rekhta.org/poets/parveen-fana-syed,"<a href=""/domicile/pakistan/punjab/other-57/rawalpindi/poets"">Rawalpindi</a>"
Parveen Kaif,https://www.rekhta.org/poets/parveen-kaif-1,"<a href=""/domicile/india/madhya-pradesh/other-17/bhopal/poets"">Bhopal</a>"
Parveen Kumar Ashk,https://www.rekhta.org/poets/parveen-kumar-ashk,"<a href=""/domicile/india/punjab-1/other-56/pathankot/poets"">Pathankot</a>"
Parveen Mirza,https://www.rekhta.org/poets/parveen-mirza,"<a href=""/domicile/united-kingdom/other-22/other-13/london/poets"">London</a>"
Parveen Sajal,https://www.rekhta.org/poets/parveen-sajal,
Parveen Shaghaf,https://www.rekhta.org/poets/parveen-shaghaf,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Parveen Shakir,https://www.rekhta.org/poets/parveen-shakir,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Parveen Sultana Saba,https://www.rekhta.org/poets/parveen-sultana-saba,"<a href=""/domicile/canada/na/na/na/poets"">Canada</a>"
Parveen Tahir,https://www.rekhta.org/poets/parveen-tahir,"<a href=""/domicile/pakistan/punjab/other-57/rawalpindi/poets"">Rawalpindi</a>"
Parveen Umm-e-Mushtaq,https://www.rekhta.org/poets/parveen-umm-e-mushtaq,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Parvez Ahmad Parvez,https://www.rekhta.org/poets/parvez-ahmad-parvez,"<a href=""/domicile/india/jharkhand/other-62/jamshedpur/poets"">Jamshedpur</a>"
Parvez akhtar,https://www.rekhta.org/poets/parvez-akhtar,"<a href=""/domicile/india/uttar-pradesh/other-44/bijnor/poets"">Bijnor</a>"
Parvez Anjum,https://www.rekhta.org/authors/parvez-anjum,"<a href=""/domicile/india/west-bengal/other-59/kolkata/poets"">Kolkata</a>"
Parvez Ashrafi,https://www.rekhta.org/authors/parvez-ashrafi,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Parvez Baghi,https://www.rekhta.org/poets/parvez-baghi,
Parvez Bazmi,https://www.rekhta.org/poets/parvez-bazmi,
Qabil Ajmeri,https://www.rekhta.org/poets/qabil-ajmeri,"<a href=""/domicile/pakistan/sindh/other-19/hyderabad-1/poets"">Hyderabad</a>"
Qabil Dehlvi,https://www.rekhta.org/poets/qabil-dehlvi,
Qadeemi,https://www.rekhta.org/poets/qadeemi,
Qadeer Ayaz,https://www.rekhta.org/poets/qadeer-ayaz,
Qadeer Lakhnavi,https://www.rekhta.org/poets/qadeer-lakhnavi,
Qadeer Piyarepuri,https://www.rekhta.org/authors/qadeer-piyarepuri,"<a href=""/domicile/india/uttar-pradesh/other-44/bahraich/poets"">Bahraich</a>"
Qadir Khan Sartaj,https://www.rekhta.org/poets/qadir-khan-sartaj,"<a href=""/domicile/england/na/na/na/poets"">England</a>"
Qadir Siddiqi,https://www.rekhta.org/poets/qadir-siddiqi,"<a href=""/domicile/india/uttar-pradesh/other-44/lucknow/poets"">Lucknow</a>"
Qadr Aurangabadi,https://www.rekhta.org/poets/qadr-aurangabadi,
Qadr Bilgrami,https://www.rekhta.org/poets/qadr-bilgrami,"<a href=""/domicile/india/uttar-pradesh/other-44/lucknow/poets"">Lucknow</a>"
Qadr Oraizi,https://www.rekhta.org/poets/qadr-oraizi,
Qais Jalandhari,https://www.rekhta.org/poets/qais-jalandhari,"<a href=""/domicile/india/punjab-1/other-56/jalandhar/poets"">Jalandhar</a>"
Qais Kakorvi,https://www.rekhta.org/poets/qais-kakorvi,
Qais Rampuri,https://www.rekhta.org/poets/qais-rampuri,
Qaisar Abbas,https://www.rekhta.org/poets/qaisar-abbas,
Qaisar Afghani,https://www.rekhta.org/poets/qaisar-afghani,
Qaisar Amravatwi,https://www.rekhta.org/poets/qaisar-amravatwi,"<a href=""/domicile/india/maharashtra/other-30/akola/poets"">Akola</a>"
Qaisar Azeez,https://www.rekhta.org/authors/qaisar-azeez,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Qaisar Haideri Dehlvi,https://www.rekhta.org/poets/qaisar-haideri-dehlvi,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Qaisar hayat,https://www.rekhta.org/poets/qaisar-hayat,
Qaisar Nizami,https://www.rekhta.org/poets/qaisar-nizami,
Qaisar Qalandar,https://www.rekhta.org/poets/qaisar-qalandar,
Qaisar Shameem,https://www.rekhta.org/poets/qaisar-shameem,"<a href=""/domicile/india/west-bengal/na/na/poets"">West Bengal</a>"
Qaisar Siddiqi,https://www.rekhta.org/poets/qaisar-siddiqi,"<a href=""/domicile/india/bihar/na/na/poets"">Bihar</a>"
Qaisar Tamkeen,https://www.rekhta.org/authors/qaisar-tamkeen,
Qaisar Usmani,https://www.rekhta.org/poets/qaisar-usmani,"<a href=""/domicile/india/maharashtra/other-30/mumbai/poets"">Mumbai</a>"
Qaisar Zahidi,https://www.rekhta.org/authors/qaisar-zahidi,
Qaisar Ziya Qaisar,https://www.rekhta.org/poets/qaisar-ziya-qaisar,
Qaisarul Jafri,https://www.rekhta.org/poets/qaisarul-jafri,"<a href=""/domicile/india/maharashtra/other-30/mumbai/poets"">Mumbai</a>"
Qalaq Merathi,https://www.rekhta.org/poets/qalaq-merathi,
Qaleel Jhansvi,https://www.rekhta.org/poets/qaleel-jhansvi,"<a href=""/domicile/india/haryana/other-20/gurgaon/poets"">Gurgaon</a>"
Qamar Aasi,https://www.rekhta.org/poets/qamar-aasi,
Qamar Abbas Qamar,https://www.rekhta.org/poets/qamar-abbas-qamar,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Qamar Ahsan,https://www.rekhta.org/authors/qamar-ahsan,
Qamar Anjum,https://www.rekhta.org/authors/qamar-anjum,
Qamar Badarpuri,https://www.rekhta.org/poets/qamar-badarpuri,
Qamar Badayuni,https://www.rekhta.org/poets/qamar-badayuni,"<a href=""/domicile/india/uttar-pradesh/other-44/badayun/poets"">Badayun</a>"
Qamar Gwaliari,https://www.rekhta.org/authors/qamar-gwaliari,"<a href=""/domicile/india/madhya-pradesh/other-17/gwalior/poets"">Gwalior</a>"
Qamar Hashmi,https://www.rekhta.org/poets/qamar-hashmi,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Qamar Hilali,https://www.rekhta.org/authors/qamar-hilali,
Qamar Iqbal,https://www.rekhta.org/poets/qamar-iqbal,"<a href=""/domicile/india/maharashtra/aurangabad/aurangabad-1/poets"">Aurangabad</a>"
Qamar Jahan Naseer,https://www.rekhta.org/poets/qamar-jahan-naseer,"<a href=""/domicile/india/uttar-pradesh/other-44/allahabd/poets"">Allahabd</a>"
Qamar Jalalabadi,https://www.rekhta.org/poets/qamar-jalalabadi,"<a href=""/domicile/pakistan/punjab/na/na/poets"">Punjab</a>"
Qamar Jalalvi,https://www.rekhta.org/poets/qamar-jalalvi,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Qamar Jameel,https://www.rekhta.org/poets/qamar-jameel,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Qamar Javed,https://www.rekhta.org/poets/qamar-javed,
Qamar Moradabadi,https://www.rekhta.org/poets/qamar-moradabadi,
Qamar Naqvi,https://www.rekhta.org/poets/qamar-naqvi,"<a href=""/domicile/usa/na/na/na/poets"">USA</a>"
Qamar Qadeer Iram,https://www.rekhta.org/authors/qamar-qadeer-iram,
Qamar Raees,https://www.rekhta.org/authors/qamar-raees,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
R P Shokh,https://www.rekhta.org/poets/r-p-shokh,"<a href=""/domicile/india/haryana/na/na/poets"">Haryana</a>"
R. K. Joshi,https://www.rekhta.org/poets/r-k-joshi,
Raabia Pinhan,https://www.rekhta.org/poets/raabia-pinhan,"<a href=""/domicile/india/uttar-pradesh/other-44/allahabd/poets"">Allahabd</a>"
Raabia Sultana Nashad,https://www.rekhta.org/poets/raabia-sultana-nashad,
Raakesh ulfat,https://www.rekhta.org/poets/raakesh-ulfat,"<a href=""/domicile/india/punjab-1/other-56/amritsar/poets"">Amritsar</a>"
Raaz Allahabadi,https://www.rekhta.org/poets/raaz-allahabadi,"<a href=""/domicile/india/uttar-pradesh/other-44/allahabad/poets"">Allahabad</a>"
Raaz Dehalvi,https://www.rekhta.org/poets/raaz-dehalvi,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Raaz Layalpuri,https://www.rekhta.org/poets/raaz-layalpuri,"<a href=""/domicile/pakistan/punjab/other-57/lyallpur/poets"">Lyallpur</a>"
Raaz Muradabadi,https://www.rekhta.org/poets/raaz-muradabadi,
Raaz Rampuri,https://www.rekhta.org/poets/raaz-rampuri,"<a href=""/domicile/india/uttar-pradesh/other-44/rampur/poets"">Rampur</a>"
Raaz Yazdani,https://www.rekhta.org/poets/raaz-yazdani,
Raazdan Raaz,https://www.rekhta.org/authors/raazdan-raaz,"<a href=""/domicile/india/maharashtra/other-30/mumbai/poets"">Mumbai</a>"
Rab Nawaz Mael,https://www.rekhta.org/poets/rab-nawaz-mael,
Rabab Rashidi,https://www.rekhta.org/poets/rabab-rashidi,"<a href=""/domicile/india/uttar-pradesh/other-44/lucknow/poets"">Lucknow</a>"
Rabeea Saleem,https://www.rekhta.org/authors/rabeea-saleem,"<a href=""/domicile/pakistan/punjab/other-57/kamoke-1/poets"">Kamoke</a>"
Rabia Al Raba,https://www.rekhta.org/authors/rabia-al-raba,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Rabia Barni,https://www.rekhta.org/authors/rabia-barni,
Rabia Basri,https://www.rekhta.org/poets/rabia-basri,"<a href=""/domicile/pakistan/other-19/other-41/gilgit/poets"">Gilgit</a>"
Rabia Fakhri,https://www.rekhta.org/poets/rabia-fakhri,
Rabindrnath Tagore,https://www.rekhta.org/authors/rabindrnath-tagore,"<a href=""/domicile/india/west-bengal/other-59/kolkata/poets"">Kolkata</a>"
Radhe Shiyam Rastogi Ahqar,https://www.rekhta.org/poets/radhe-shiyam-rastogi-ahqar,
Radheshyam Sharma,https://www.rekhta.org/poets/radheshyam-sharma,
Raees Akhtar,https://www.rekhta.org/poets/raees-akhtar,"<a href=""/domicile/india/telangana/other-55/hyderabad/poets"">Hyderabad</a>"
Raees Ansari,https://www.rekhta.org/poets/raees-ansari,"<a href=""/domicile/india/uttar-pradesh/other-44/lucknow/poets"">Lucknow</a>"
Raees Baghi,https://www.rekhta.org/poets/raees-baghi,
Raees Faraz,https://www.rekhta.org/poets/raees-faraz,
Raees minai,https://www.rekhta.org/poets/raees-minai,
Raees Narvi,https://www.rekhta.org/poets/raees-narvi,
Raees Niyazi,https://www.rekhta.org/poets/raees-niyazi,"<a href=""/domicile/india/haryana/other-20/sonipat/poets"">Sonipat</a>"
Raees Rampuri,https://www.rekhta.org/authors/raees-rampuri,
Raees Warsi,https://www.rekhta.org/poets/raees-warsi,"<a href=""/domicile/usa/other-2/other-2/new-york/poets"">New York</a>"
Raeesuddin Fareedi,https://www.rekhta.org/poets/raeesuddin-fareedi,
Raeesuddin Raees,https://www.rekhta.org/poets/raeesuddin-raees,"<a href=""/domicile/india/uttar-pradesh/other-44/aligarh/poets"">Aligarh</a>"
Raeesuddin Tahoor Jafri,https://www.rekhta.org/poets/raeesuddin-tahoor-jafri,
Rafaaqat Hayaat,https://www.rekhta.org/authors/rafaaqat-hayaat,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Rafat Shameem,https://www.rekhta.org/poets/rafat-shameem,
Rafeeq Ahmad Naqsh,https://www.rekhta.org/poets/rafeeq-ahmad-naqsh,
Rafeeq Anjum,https://www.rekhta.org/authors/rafeeq-anjum,
Rafeeq Gulab,https://www.rekhta.org/poets/rafeeq-gulab,
Rafeeq Jabir,https://www.rekhta.org/authors/rafeeq-jabir,"<a href=""/domicile/india/bihar/other-50/gaya/poets"">Gaya</a>"
Rafeeq Pilibhiti,https://www.rekhta.org/authors/rafeeq-pilibhiti,"<a href=""/domicile/india/uttar-pradesh/other-44/aligarh/poets"">Aligarh</a>"
Rafi Ahmad,https://www.rekhta.org/authors/rafi-ahmad,
Rafi Ahmad Aali,https://www.rekhta.org/authors/rafi-ahmad-aali,
Rafi Badayuni,https://www.rekhta.org/authors/rafi-badayuni,
Rafi Raza,https://www.rekhta.org/poets/rafi-raza,"<a href=""/domicile/canada/ontario/other-1/toronto/poets"">Toronto</a>"
Rafi Sirsivi,https://www.rekhta.org/poets/rafi-sirsivi,
Rafi Yusufi Mahram,https://www.rekhta.org/poets/rafi-yusufi-mahram,
Rafia Manzoorul Ameen,https://www.rekhta.org/authors/rafia-manzoorul-ameen,"<a href=""/domicile/india/rajasthan/other-15/jaipur/poets"">Jaipur</a>"
Rafia Shabnam Abidi,https://www.rekhta.org/poets/rafia-shabnam-abidi,"<a href=""/domicile/india/maharashtra/other-30/mumbai/poets"">Mumbai</a>"
Rafia Zainab,https://www.rekhta.org/poets/rafia-zainab,"<a href=""/domicile/india/karnataka/other-39/bangalore/poets"">Bangalore</a>"
S A Mehdi,https://www.rekhta.org/poets/s-a-mehdi,"<a href=""/domicile/united-kingdom/na/na/na/poets"">United Kingdom</a>"
S. H. Bihari,https://www.rekhta.org/poets/s-h-bihari,"<a href=""/domicile/india/jharkhand/other-62/deoghar/poets"">Deoghar</a>"
S. K. Pottekkatt,https://www.rekhta.org/authors/s-k-pottekkatt,
S. M. Salim Tanveer,https://www.rekhta.org/poets/s-m-salim-tanveer,
S. Nooruddin Anwar Bhopali,https://www.rekhta.org/authors/s-nooruddin-anwar-bhopali,
saabir jauharii,https://www.rekhta.org/poets/saabir-jauharii,"<a href=""/domicile/india/uttar-pradesh/other-44/lucknow/poets"">Lucknow</a>"
Saabir Usmani,https://www.rekhta.org/poets/saabir-usmani,"<a href=""/domicile/india/uttar-pradesh/other-44/mirzapur/poets"">Mirzapur</a>"
Saadat Aabidi,https://www.rekhta.org/authors/saadat-aabidi,"<a href=""/domicile/india/madhya-pradesh/other-17/bhopal/poets"">Bhopal</a>"
Saadat Bandvi,https://www.rekhta.org/poets/saadat-bandvi,
Saadat Hasan Manto,https://www.rekhta.org/authors/saadat-hasan-manto,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Saadat Nazeer,https://www.rekhta.org/authors/saadat-nazeer,"<a href=""/domicile/india/telangana/other-55/hyderabad/poets"">Hyderabad</a>"
Saadat Saeed,https://www.rekhta.org/poets/saadat-saeed,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Saadat Syed,https://www.rekhta.org/poets/saadat-syed,
Saadullah Kaleem,https://www.rekhta.org/poets/saadullah-kaleem,
Saadullah Khan Asar Malkapur,https://www.rekhta.org/poets/saadullah-khan-asar-malkapur,
Saadullah Shah,https://www.rekhta.org/poets/saadullah-shah,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Saaieb S. M. Patil,https://www.rekhta.org/poets/saaieb-s-m-patil,"<a href=""/domicile/india/maharashtra/na/na/poets"">Maharashtra</a>"
Saail Dehlvi,https://www.rekhta.org/poets/saail-dehlvi,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Saarik Khan Saarik,https://www.rekhta.org/poets/saarik-khan-saarik,"<a href=""/domicile/india/madhya-pradesh/other-17/chhindwara/poets"">Chhindwara</a>"
Saba Afghani,https://www.rekhta.org/poets/saba-afghani,"<a href=""/domicile/india/uttar-pradesh/other-44/rampur/poets"">Rampur</a>"
Saba Akbarabadi,https://www.rekhta.org/poets/saba-akbarabadi,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Saba Akhtar,https://www.rekhta.org/poets/saba-akhtar,
Saba Alam Shah,https://www.rekhta.org/poets/saba-alam-shah,
Saba Azeez,https://www.rekhta.org/poets/saba-azeez,
Saba Bilgrami,https://www.rekhta.org/authors/saba-bilgrami,
Saba Ikram,https://www.rekhta.org/poets/saba-ikram,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Saba Jayasi,https://www.rekhta.org/poets/saba-jayasi,
Saba Mumtaz Bano,https://www.rekhta.org/authors/saba-mumtaz-bano,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Saba Naqvi,https://www.rekhta.org/poets/saba-naqvi,"<a href=""/domicile/india/bihar/other-50/patna/poets"">Patna</a>"
Saba Nusrat,https://www.rekhta.org/poets/saba-nusrat,"<a href=""/domicile/usa/na/na/na/poets"">USA</a>"
Saba Shah,https://www.rekhta.org/poets/saba-shah,"<a href=""/domicile/other/kashmir/na/na/poets"">kashmir</a>"
Saba Tabish,https://www.rekhta.org/poets/saba-tabish,"<a href=""/domicile/india/west-bengal/other-59/kolkata/poets"">Kolkata</a>"
Sabahat Firdaus,https://www.rekhta.org/authors/sabahat-firdaus,
Sabahat Urooj,https://www.rekhta.org/poets/sabahat-urooj,"<a href=""/domicile/pakistan/punjab/other-57/dera-gazi-khan/poets"">Dera Gazi Khan</a>"
Sabeeha Farhat Sambhali,https://www.rekhta.org/authors/sabeeha-farhat-sambhali,"<a href=""/domicile/india/uttar-pradesh/other-44/sambhal/poets"">Sambhal</a>"
Sabeela Inam Siddiqui,https://www.rekhta.org/poets/sabeela-inam-siddiqui,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Sabeen Ali,https://www.rekhta.org/authors/sabeen-ali,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Sabeen Yunus,https://www.rekhta.org/poets/sabeen-yunus,"<a href=""/domicile/pakistan/other-19/other-41/islamabad/poets"">Islamabad</a>"
SabeenSaif,https://www.rekhta.org/poets/sabeensaif,
Sabih Ulhassan,https://www.rekhta.org/authors/sabih-ulhassan,"<a href=""/domicile/pakistan/punjab/na/na/poets"">Punjab</a>"
Sabiha Anwar,https://www.rekhta.org/authors/sabiha-anwar,"<a href=""/domicile/india/uttar-pradesh/other-44/lucknow/poets"">Lucknow</a>"
Sabiha Khan,https://www.rekhta.org/poets/sabiha-khan,
Sabiha Nasreen,https://www.rekhta.org/authors/sabiha-nasreen,
Sabiha Saba,https://www.rekhta.org/poets/sabiha-saba-1,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Sabiha Saba,https://www.rekhta.org/poets/sabiha-saba,"<a href=""/domicile/usa/other-2/other-2/new-york/poets"">New York</a>"
Sabiha Sadaf,https://www.rekhta.org/poets/sabiha-sadaf,"<a href=""/domicile/india/madhya-pradesh/other-17/raisen/poets"">Raisen</a>"
Sabiha Sumbul,https://www.rekhta.org/poets/sabiha-sumbul,"<a href=""/domicile/india/uttar-pradesh/other-44/aligarh/poets"">Aligarh</a>"
Sabihuddin Shoaiby,https://www.rekhta.org/poets/sabihuddin-shoaiby,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Sabir,https://www.rekhta.org/poets/sabir,"<a href=""/domicile/india/maharashtra/aurangabad/aurangabad-1/poets"">Aurangabad</a>"
Sabir Aafaque,https://www.rekhta.org/poets/sabir-aafaque,"<a href=""/domicile/india/maharashtra/other-30/jalgaon/poets"">Jalgaon</a>"
T N Raaz,https://www.rekhta.org/poets/t-n-raaz,"<a href=""/domicile/india/haryana/other-20/panchkula/poets"">Panchkula</a>"
Taashshuq Lakhnavi,https://www.rekhta.org/poets/taashshuq-lakhnavi,
Tab Aslam,https://www.rekhta.org/poets/tab-aslam,
Tabai Golkandavi,https://www.rekhta.org/authors/tabai-golkandavi,
Taban Abdul Hai,https://www.rekhta.org/poets/taban-abdul-hai,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Tabassum Anwar,https://www.rekhta.org/poets/tabassum-anwar,
Tabassum Azmi,https://www.rekhta.org/poets/tabassum-azmi,"<a href=""/domicile/india/uttar-pradesh/other-44/azamgarh/poets"">Azamgarh</a>"
Tabassum Fatma,https://www.rekhta.org/authors/tabassum-fatma,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
Tabassum Kashmiri,https://www.rekhta.org/poets/tabassum-kashmiri,"<a href=""/domicile/pakistan/punjab/other-57/lahore/poets"">Lahore</a>"
Tabassum Naz,https://www.rekhta.org/authors/tabassum-naz,
Tabassum Rizvi,https://www.rekhta.org/poets/tabassum-rizvi,
Tabassum Siddiqui,https://www.rekhta.org/poets/tabassum-siddiqui,
Tabassum Zia,https://www.rekhta.org/poets/tabassum-zia,"<a href=""/domicile/pakistan/other-19/other-41/islamabad/poets"">Islamabad</a>"
Tabeeb Arvi,https://www.rekhta.org/authors/tabeeb-arvi,
Tabinda Masood,https://www.rekhta.org/poets/tabinda-masood,"<a href=""/domicile/england/na/na/na/poets"">England</a>"
Tabinda Sahar Abidi,https://www.rekhta.org/poets/tabinda-sahar-abidi,
Tabish Dehlvi,https://www.rekhta.org/poets/tabish-dehlvi,"<a href=""/domicile/pakistan/sindh/other-19/karachi/poets"">Karachi</a>"
Tabish Dharam Koti,https://www.rekhta.org/authors/tabish-dharam-koti,
Tabish Hamdoon Usmani,https://www.rekhta.org/poets/tabish-hamdoon-usmani,
Tabish Kamal,https://www.rekhta.org/poets/tabish-kamal,
Tabish Kanpuri,https://www.rekhta.org/poets/tabish-kanpuri,
Tabish Lakhnavi,https://www.rekhta.org/poets/tabish-lakhnavi,
Tabish Mehdi,https://www.rekhta.org/poets/tabish-mehdi,"<a href=""/domicile/india/other-10/other/delhi/poets"">Delhi</a>"
